,test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
90,test_dict.py,GeneralMappingTests.test_bool,0.121,0.122,0.123,0.56,0.5675,0.573,4.651639344262295
12,test_raise.py,TestCause.test_instance_cause,0.117,0.11975,0.122,0.551,0.557,0.567,4.651356993736953
69,test_dict.py,DictTest.test_bool,0.12,0.12225,0.125,0.564,0.5685,0.572,4.6503067484662575
418,test_int.py,IntTestCases.test_int_subclass_with_index,0.122,0.123,0.124,0.564,0.57175,0.582,4.6483739837398375
163,test_exception_variations.py,ExceptTestCases.test_nested_exception_in_except,0.119,0.12125,0.123,0.55,0.5635,0.578,4.647422680412372
384,test_iter.py,TestCase.test_iter_idempotency,0.121,0.12175,0.123,0.562,0.56575,0.571,4.646817248459959
100,test_dict.py,GeneralMappingTests.test_setdefault,0.121,0.12175,0.122,0.562,0.56575,0.571,4.646817248459959
206,test_itertools.py,TestGC.test_cycle,0.119,0.121,0.123,0.545,0.5622499999999999,0.572,4.646694214876033
20,test_raise.py,TestContext.test_noraise_finally,0.12,0.12175,0.123,0.552,0.56525,0.578,4.642710472279261
203,test_itertools.py,TestGC.test_chain_from_iterable,0.118,0.12,0.121,0.547,0.557,0.565,4.641666666666668
1154,test_generators.py,GeneratorTest.test_issue103488,0.121,0.1215,0.122,0.557,0.56375,0.579,4.639917695473251
388,test_iter.py,TestCase.test_iter_tuple,0.122,0.12275,0.124,0.553,0.5695,0.585,4.639511201629328
1148,test_generators.py,GeneratorCloseTest.test_close_no_return_value,0.12,0.1215,0.123,0.561,0.5635,0.566,4.637860082304527
279,test_tuple.py,TupleTest.test_hash_optional,0.12,0.122,0.125,0.552,0.56575,0.572,4.637295081967213
192,test_itertools.py,TestExamples.test_filter,0.118,0.12075,0.124,0.55,0.55975,0.58,4.635610766045549
1172,test_list.py,ListTest.test_constructors,0.118,0.1215,0.124,0.559,0.563,0.566,4.633744855967078
215,test_itertools.py,TestGC.test_zip,0.118,0.12,0.123,0.546,0.556,0.565,4.633333333333334
258,test_exceptions.py,ExceptionTests.testNoneClearsTracebackAttr,0.12,0.12325,0.125,0.561,0.571,0.58,4.632860040567951
260,test_exceptions.py,ExceptionTests.test_context_of_exception_in_except_and_finally,0.119,0.121,0.122,0.552,0.56025,0.572,4.630165289256198
171,test_exception_variations.py,ExceptTestCases.test_try_except_finally,0.118,0.12275,0.125,0.552,0.5682499999999999,0.579,4.629327902240325
1113,test_sort.py,TestDecorateSortUndecorate.test_key_with_mutating_del,0.118,0.12325,0.13,0.561,0.5705,0.581,4.628803245436106
161,test_exception_variations.py,ExceptTestCases.test_nested_else,0.121,0.12225,0.123,0.562,0.56575,0.572,4.627811860940695
211,test_itertools.py,TestGC.test_pairwise,0.118,0.1225,0.132,0.564,0.56675,0.572,4.626530612244898
393,test_iter.py,TestCase.test_ref_counting_behavior,0.123,0.1235,0.124,0.559,0.57125,0.579,4.625506072874495
167,test_exception_variations.py,ExceptTestCases.test_try_except_else,0.12,0.122,0.124,0.555,0.5642499999999999,0.569,4.624999999999999
301,test_math.py,IsCloseTests.test_near_zero,0.117,0.12025,0.122,0.551,0.556,0.56,4.623700623700624
174,test_exception_variations.py,ExceptTestCases.test_try_finally_no_exception,0.122,0.12275,0.123,0.565,0.5674999999999999,0.57,4.623217922606924
212,test_itertools.py,TestGC.test_permutations,0.118,0.1205,0.123,0.548,0.557,0.562,4.62240663900415
1205,test_list.py,ListTest.test_slice,0.118,0.122,0.124,0.551,0.56375,0.582,4.620901639344262
164,test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_no_exception,0.122,0.12325,0.125,0.565,0.5694999999999999,0.573,4.620689655172413
165,test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_with_exception,0.122,0.12325,0.125,0.565,0.5692499999999999,0.574,4.61866125760649
281,test_tuple.py,TupleTest.test_imul,0.121,0.1225,0.123,0.554,0.56575,0.585,4.618367346938776
93,test_dict.py,GeneralMappingTests.test_getitem,0.118,0.122,0.126,0.552,0.56325,0.569,4.616803278688525
84,test_dict.py,DictTest.test_resize1,0.121,0.1225,0.125,0.548,0.56525,0.577,4.614285714285715
1146,test_generators.py,GeneratorCloseTest.test_close_closed,0.12,0.123,0.127,0.559,0.56725,0.574,4.611788617886179
108,test_dict.py,SubclassMappingTests.test_len,0.12,0.12125,0.123,0.558,0.559,0.562,4.610309278350516
13,test_raise.py,TestCause.test_invalid_cause,0.118,0.11975,0.122,0.543,0.552,0.568,4.609603340292276
291,test_tuple.py,TupleTest.test_truth,0.122,0.1225,0.123,0.551,0.56425,0.574,4.606122448979592
201,test_itertools.py,TestGC.test_accumulate,0.121,0.123,0.125,0.55,0.5665,0.58,4.605691056910569
237,test_with.py,NestedNonexceptionalTestCase.testSingleArgInlineGeneratorSyntax,0.122,0.12475,0.133,0.568,0.5745,0.579,4.605210420841684
268,test_exceptions.py,ExceptionTests.test_str,0.119,0.12025,0.122,0.547,0.55375,0.565,4.604989604989605
492,test_bool.py,BoolTest.test_contains,0.12,0.12125,0.123,0.557,0.558,0.56,4.602061855670104
1194,test_list.py,ListTest.test_lt_operator_modifying_operand,0.122,0.123,0.125,0.558,0.5660000000000001,0.574,4.601626016260163
265,test_exceptions.py,ExceptionTests.test_generator_leaking3,0.121,0.121,0.121,0.548,0.5565,0.571,4.599173553719008
199,test_itertools.py,TestExamples.test_zip,0.121,0.122,0.124,0.552,0.561,0.577,4.5983606557377055
313,test_math.py,MathTests.testConstants,0.121,0.12225,0.123,0.555,0.562,0.57,4.597137014314929
261,test_exceptions.py,ExceptionTests.test_context_of_exception_in_try_and_finally,0.119,0.121,0.124,0.549,0.55625,0.567,4.597107438016529
1026,test_baseexception.py,ExceptionClassTests.test_builtins_new_style,0.119,0.1205,0.121,0.541,0.5535,0.568,4.593360995850622
210,test_itertools.py,TestGC.test_map,0.122,0.12375,0.125,0.564,0.5682499999999999,0.573,4.591919191919192
404,test_iter.py,TestCase.test_sinkstate_yield,0.121,0.1215,0.123,0.556,0.5577500000000001,0.561,4.590534979423869
213,test_itertools.py,TestGC.test_product,0.119,0.12025,0.121,0.55,0.552,0.553,4.590436590436591
1165,test_userdict.py,UserDictTest.test_mutatingiteration,0.12,0.122,0.124,0.556,0.56,0.563,4.59016393442623
1210,test_list.py,ListTest.test_truth,0.122,0.1235,0.126,0.557,0.56675,0.58,4.589068825910931
96,test_dict.py,GeneralMappingTests.test_len,0.122,0.1225,0.123,0.546,0.56175,0.569,4.585714285714285
169,test_exception_variations.py,ExceptTestCases.test_try_except_else_finally_no_exception,0.121,0.12275,0.124,0.545,0.56275,0.571,4.584521384928717
209,test_itertools.py,TestGC.test_islice,0.12,0.12175,0.123,0.55,0.558,0.569,4.583162217659138
439,test_operator.py,COperatorTestCase.test_ne,0.12,0.1215,0.124,0.553,0.5565,0.561,4.580246913580247
500,test_bool.py,BoolTest.test_isinstance,0.117,0.12075,0.123,0.543,0.5525,0.57,4.575569358178054
299,test_math.py,IsCloseTests.test_inf_ninf_nan,0.117,0.12275,0.128,0.556,0.5615,0.567,4.574338085539715
173,test_exception_variations.py,ExceptTestCases.test_try_except_no_exception,0.121,0.125,0.131,0.571,0.571,0.571,4.568
1170,test_list.py,ListTest.test_bigrepeat,0.118,0.1215,0.123,0.545,0.555,0.568,4.567901234567902
227,test_with.py,ExitSwallowsExceptionTestCase.testExitTrueSwallowsException,0.121,0.12275,0.124,0.554,0.56,0.569,4.562118126272913
10,test_raise.py,TestCause.testCauseSyntax,0.122,0.1235,0.126,0.555,0.5625,0.57,4.554655870445345
160,test_exception_variations.py,ExceptTestCases.test_nested,0.123,0.12325,0.124,0.556,0.56,0.563,4.543610547667344
1164,test_userdict.py,UserDictTest.test_len,0.12,0.12225,0.123,0.541,0.55525,0.565,4.541922290388548
491,test_bool.py,BoolTest.test_callable,0.116,0.12025,0.123,0.544,0.54525,0.547,4.534303534303534
1096,test_collections.py,TestNamedTuple.test_field_doc_reuse,0.121,0.1225,0.125,0.547,0.55525,0.562,4.53265306122449
1153,test_generators.py,GeneratorTest.test_genexpr_only_calls_dunder_iter_once,0.118,0.1215,0.123,0.543,0.549,0.556,4.518518518518519
293,test_generator_stop.py,TestPEP479.test_stopiteration_wrapping,0.12,0.1215,0.123,0.532,0.549,0.562,4.518518518518519
27,test_raise.py,TestRaise.test_raise_from_None,0.12,0.12325,0.129,0.543,0.55575,0.564,4.509127789046653
1074,test_collections.py,TestCollectionABCs.test_Sequence_mixins,0.127,0.128,0.129,0.57,0.577,0.587,4.5078125
240,test_with.py,NestedWith.testExceptionInEnter,0.121,0.12575,0.138,0.556,0.56325,0.568,4.4791252485089466
735,test_set.py,TestFrozenSet.test_container_iterator,0.214,0.21725,0.224,0.82,0.8234999999999999,0.826,3.790563866513233
932,test_set.py,TestSet.test_container_iterator,0.212,0.216,0.218,0.784,0.80875,0.831,3.744212962962963
970,test_set.py,TestSetSubclass.test_container_iterator,0.216,0.2185,0.221,0.797,0.81725,0.833,3.7402745995423343
755,test_set.py,TestFrozenSetSubclass.test_container_iterator,0.216,0.22275,0.228,0.782,0.799,0.815,3.5869809203142538
1039,test_contextlib.py,ContextManagerTestCase.test_nokeepref,0.369,0.38975,0.427,0.994,1.0114999999999998,1.023,2.5952533675432967
76,test_dict.py,DictTest.test_dict_items_result_gc,0.208,0.21275,0.218,0.528,0.54125,0.559,2.54406580493537
77,test_dict.py,DictTest.test_dict_items_result_gc_reversed,0.213,0.21725,0.226,0.533,0.5425,0.553,2.4971231300345225
430,test_int.py,PyLongModuleTests.test_pylong_int_to_decimal_2,0.532,0.5355000000000001,0.538,0.984,1.014,1.025,1.8935574229691876
89,test_dict.py,DictTest.test_track_subtypes,0.286,0.296,0.307,0.528,0.5427500000000001,0.564,1.8336148648648647
290,test_tuple.py,TupleTest.test_track_subtypes,2.236,2.30375,2.435,3.416,3.5175,3.664,1.5268583830710798
72,test_dict.py,DictTest.test_container_iterator,0.365,0.38,0.39,0.535,0.5505,0.561,1.4486842105263158
348,test_math.py,MathTests.test_sumprod_stress,14.022,14.29275,14.419,16.412,16.803,17.102,1.1756310017316471
80,test_dict.py,DictTest.test_free_after_iterating,1.029,1.052,1.096,0.555,0.55825,0.561,0.5306558935361216
88,test_dict.py,DictTest.test_track_literals,1.47,1.56725,1.639,0.556,0.5585,0.561,0.3563566757058542
87,test_dict.py,DictTest.test_track_dynamic,3.729,3.786,3.897,0.542,0.551,0.554,0.1455361859482303
269,test_exceptions.py,ExceptionTests.test_windows_message,0.0,0.0,0.0,0.14,0.14175,0.144,
350,test_math.py,MathTests.test_ulp,0.0,0.0,0.0,0.138,0.1404999999999999,0.142,
1117,test_cmath.py,CMathTests.test_constants,0.0,0.0,0.0,0.448,0.45225,0.457,
1118,test_cmath.py,CMathTests.test_infinity_and_nan_constants,0.0,0.0,0.0,0.473,0.487,0.493,
1126,test_sys.py,SysModuleTest.test__enablelegacywindowsfsencoding,0.0,0.0,0.0,0.135,0.1392499999999999,0.142,
1128,test_sys.py,SysModuleTest.test_emscripten_info,0.0,0.0,0.0,0.141,0.142,0.143,
1129,test_sys.py,SysModuleTest.test_getandroidapilevel,0.0,0.0,0.0,0.14,0.14175,0.145,
1130,test_sys.py,SysModuleTest.test_getobjects,0.0,0.0,0.0,0.136,0.1395,0.143,
1132,test_sys.py,SysModuleTest.test_ioencoding_nonascii,0.0,0.0,0.0,0.139,0.14225,0.146,
1134,test_sys.py,SysModuleTest.test_pystats,0.0,0.0,0.0,0.139,0.1425,0.146,
1135,test_sys.py,SysModuleTest.test_racing_recursion_limit,0.0,0.0,0.0,0.136,0.1402499999999999,0.144,
